word_id,word,meaning_ja,meaning_zh,part_of_speech,example_en,example_ja,example_zh,hint,hint_zh,difficulty
grade_3_0222,holiday,休日・祝日,假日,n,Next Monday is a holiday.,次の月曜日は祝日です。,下週一是假日。,ホリデー,假期holiday,1
grade_3_0223,hometown,故郷,家鄉,n,My hometown is a small town.,私の故郷は小さな町です。,我的家鄉是個小鎮。,home（家）のtown（町）,Home（家）的town（鎮）,2
grade_3_0224,husband,夫,丈夫,n,Her husband is a pilot.,彼女の夫はパイロットです。,她的丈夫是飛行員。,,,2
grade_3_0225,idea,考え・アイデア,主意,n,That's a good idea!,それはいい考えです！,那是個好主意！,,,1
grade_3_0226,information,情報,資訊,n,I need more information.,もっと情報が必要です。,我需要更多資訊。,インフォメーション,資訊information,3
grade_3_0227,insect,昆虫,昆蟲,n,My brother likes insects.,弟は昆虫が好きです。,我弟弟喜歡昆蟲。,,,2
grade_3_0228,instrument,楽器,樂器,n,Can you play any instruments?,何か楽器を演奏できますか。,你會演奏什麼樂器嗎？,,,3
grade_3_0229,interview,面接・インタビュー,面試、採訪,n,He had a job interview.,彼は就職の面接を受けました。,他參加了工作面試。,,,2
grade_3_0230,jacket,ジャケット・上着,夾克,n,Wear your jacket. It's cold.,上着を着なさい。寒いですよ。,穿上夾克，天氣很冷。,,,1
grade_3_0231,lesson,授業・レッスン,課程,n,I have a piano lesson today.,今日はピアノのレッスンがあります。,我今天有鋼琴課。,,,1
grade_3_0232,machine,機械,機器,n,This machine makes coffee.,この機械はコーヒーを作ります。,這台機器會煮咖啡。,マシン,機器machine,2
grade_3_0233,meal,食事,一餐,n,Wash your hands before meals.,食事の前に手を洗いなさい。,飯前要洗手。,,,2
grade_3_0234,medicine,薬,藥,n,Take this medicine after lunch.,昼食後にこの薬を飲みなさい。,午餐後吃這個藥。,,,2
grade_3_0235,member,メンバー・一員,成員,n,He is a member of the soccer team.,彼はサッカー部の一員です。,他是足球隊的成員。,,,1
grade_3_0236,memory,思い出・記憶,回憶、記憶,n,I have good memories of the trip.,その旅行のよい思い出があります。,我對那次旅行有美好的回憶。,メモリーカード,記憶卡memory card,2
grade_3_0237,mistake,まちがい,錯誤,n,Don't be afraid of making mistakes.,まちがいをおそれないで。,別害怕犯錯。,,,2
grade_3_0238,moment,瞬間・ちょっとの間,片刻,n,"Wait a moment, please.",ちょっと待ってください。,請稍等一下。,,,3
grade_3_0239,musician,音楽家,音樂家,n,She wants to be a musician.,彼女は音楽家になりたいです。,她想成為音樂家。,music（音楽）の人,Music（音樂）的人,2
grade_3_0240,nature,自然,大自然,n,We enjoyed the beautiful nature.,私たちは美しい自然を楽しみました。,我們欣賞了美麗的大自然。,ナチュラル＝自然な,Natural＝自然的,2
grade_3_0241,neighbor,隣人・近所の人,鄰居,n,My neighbor is very friendly.,近所の人はとても親切です。,我的鄰居很友善。,,,3
grade_3_0242,news,ニュース・知らせ,新聞、消息,n,I have good news for you.,あなたによい知らせがあります。,我有好消息要告訴你。,,,1
grade_3_0243,noise,騒音・物音,噪音,n,Don't make so much noise.,そんなに音を立てないで。,別那麼吵。,ノイズ,雜音noise,2
grade_3_0244,ocean,海・大洋,海洋,n,The Pacific Ocean is very large.,太平洋はとても大きいです。,太平洋非常大。,seaより大きい海,比sea更大的海,2
grade_3_0245,opinion,意見,意見,n,Tell me your opinion.,あなたの意見を聞かせて。,告訴我你的意見。,,,3
grade_3_0246,pain,痛み,疼痛,n,I feel a pain in my back.,背中に痛みを感じます。,我背痛。,,,3
grade_3_0247,parade,パレード,遊行,n,We watched the parade.,私たちはパレードを見ました。,我們看了遊行。,,,1
grade_3_0248,passenger,乗客,乘客,n,The train was full of passengers.,電車は乗客でいっぱいでした。,火車上滿是乘客。,,,3
grade_3_0249,planet,惑星,行星,n,The earth is a planet.,地球は惑星です。,地球是行星。,プラネタリウム,天文館planetarium,2
grade_3_0250,pocket,ポケット,口袋,n,The key is in my pocket.,かぎはポケットの中です。,鑰匙在我的口袋裡。,,,1
grade_3_0251,pollution,汚染,污染,n,Air pollution is a big problem.,大気汚染は大きな問題です。,空氣污染是個大問題。,,,3
grade_3_0252,price,値段,價格,n,The price of this watch is high.,この時計の値段は高いです。,這支手錶的價格很高。,プライスカード＝値札,價格標籤price tag,2
grade_3_0253,prize,賞品・賞,獎品,n,I won first prize!,1等賞を取りました！,我得了第一名！,,,2
grade_3_0254,problem,問題,問題,n,No problem!,問題ありません！,沒問題！,,,1
grade_3_0255,program,番組・プログラム,節目、程式,n,I like this TV program.,私はこのテレビ番組が好きです。,我喜歡這個電視節目。,,,2
grade_3_0256,question,質問,問題、提問,n,May I ask a question?,質問してもいいですか。,我可以問個問題嗎？,クエスチョンマーク＝？,問號question mark,1
grade_3_0257,race,競走・レース,賽跑,n,He won the race.,彼はレースで勝ちました。,他贏了賽跑。,,,1
grade_3_0258,reason,理由,理由,n,Tell me the reason.,理由を教えて。,告訴我理由。,,,3
grade_3_0259,recipe,レシピ・作り方,食譜,n,This is my mother's recipe.,これは母のレシピです。,這是我媽媽的食譜。,,,2
grade_3_0260,report,レポート・報告,報告,n,I wrote a report about whales.,クジラについてレポートを書きました。,我寫了一篇關於鯨魚的報告。,,,2
grade_3_0261,result,結果,結果,n,The test results come out tomorrow.,テストの結果は明日出ます。,考試結果明天公布。,リザルト画面＝結果画面,Result畫面＝結果畫面,3
grade_3_0262,rule,規則・ルール,規則,n,Follow the school rules.,校則を守りなさい。,遵守校規。,,,1
grade_3_0263,schedule,予定・スケジュール,行程,n,What's your schedule for tomorrow?,明日の予定は何ですか。,你明天的行程是什麼？,,,2
grade_3_0264,scientist,科学者,科學家,n,She is a famous scientist.,彼女は有名な科学者です。,她是有名的科學家。,science（科学）の人,Science（科學）的人,2
grade_3_0265,score,得点・スコア,分數,n,What was the score of the game?,試合のスコアはどうでしたか。,比賽的比數是多少？,,,2
grade_3_0266,secret,秘密,秘密,n,Can you keep a secret?,秘密を守れますか。,你能保守秘密嗎？,シークレット,機密secret,2
grade_3_0267,sign,標識・看板,標誌,n,Look at that sign.,あの標識を見なさい。,看那個標誌。,サイン＝署名の意味も,Sign也有簽名的意思,2
grade_3_0268,skill,技術・うで前,技能,n,Reading skills are important.,読む技術は大切です。,閱讀技能很重要。,スキルアップ,提升技能skill up,3
grade_3_0269,sound,音,聲音,n,I heard a strange sound.,変な音が聞こえました。,我聽到奇怪的聲音。,サウンド,音效sound,1
grade_3_0270,space,宇宙・空間,太空、空間,n,I want to travel in space.,宇宙を旅行したいです。,我想去太空旅行。,スペースシャトル,太空梭space shuttle,2
grade_3_0271,speech,スピーチ・演説,演講,n,She made a speech in English.,彼女は英語でスピーチをしました。,她用英文演講。,speak（話す）の名詞,Speak（說）的名詞,2
grade_3_0272,stadium,スタジアム・競技場,體育場,n,The stadium was full of fans.,スタジアムはファンでいっぱいでした。,體育場擠滿了球迷。,,,2
grade_3_0273,stomachache,腹痛,肚子痛,n,I have a stomachache.,おなかが痛いです。,我肚子痛。,stomach（胃）のache（痛み）,Stomach(胃)的ache(痛),2
grade_3_0274,stranger,見知らぬ人,陌生人,n,Don't talk to strangers.,知らない人と話してはいけません。,別和陌生人說話。,strange（奇妙な）人,Strange（奇怪）的人,3
grade_3_0275,tournament,トーナメント・大会,錦標賽,n,Our team won the tournament.,私たちのチームは大会で優勝しました。,我們隊贏得了錦標賽。,,,2
grade_3_0276,tradition,伝統,傳統,n,This festival is an old tradition.,この祭りは古い伝統です。,這個祭典是古老的傳統。,トラディショナル＝伝統的,Traditional＝傳統的,3
grade_3_0277,traffic,交通,交通,n,The traffic is heavy today.,今日は交通量が多いです。,今天交通很繁忙。,,,2
grade_3_0278,trip,旅行,旅行,n,How was your trip?,旅行はどうでしたか。,你的旅行怎麼樣？,,,1
grade_3_0279,trouble,困りごと・トラブル,麻煩,n,I'm in trouble.,困っています。,我有麻煩了。,,,2
grade_3_0280,uniform,制服,制服,n,Our school uniform is blue.,私たちの制服は青色です。,我們的制服是藍色的。,ユニフォーム,制服uniform,1
grade_3_0281,vacation,休暇,假期,n,Where did you go during summer vacation?,夏休みはどこに行きましたか。,暑假你去了哪裡？,バケーション,度假vacation,1
grade_3_0282,vegetable,野菜,蔬菜,n,Eat more vegetables.,もっと野菜を食べなさい。,多吃蔬菜。,ベジタブル,蔬菜vegetable,1
grade_3_0283,victory,勝利,勝利,n,The team celebrated the victory.,チームは勝利を祝いました。,球隊慶祝勝利。,Vサインのvictory,V手勢的victory,3
grade_3_0284,visitor,訪問者・観光客,訪客,n,Kyoto has many visitors.,京都には多くの観光客が来ます。,京都有很多觀光客。,visit（訪れる）人,Visit（拜訪）的人,2
grade_3_0285,voice,声,聲音,n,She has a beautiful voice.,彼女は美しい声をしています。,她的聲音很美。,ボイスメッセージ,語音訊息voice message,1
grade_3_0286,volunteer,ボランティア,志工,n,I work as a volunteer.,私はボランティアとして働いています。,我擔任志工。,,,2
grade_3_0287,weight,重さ・体重,重量,n,What is the weight of this box?,この箱の重さはどれくらいですか。,這個箱子有多重？,ウェイトトレーニング,重量訓練weight training,3
grade_3_0288,wing,つばさ,翅膀,n,The bird spread its wings.,鳥はつばさを広げました。,鳥張開了翅膀。,,,2
grade_3_0289,abroad,外国に・外国で,在國外,adv,She studies abroad.,彼女は外国で勉強しています。,她在國外讀書。,,,3
grade_3_0290,afraid,こわがって,害怕的,adj,I'm afraid of dogs.,私は犬がこわいです。,我怕狗。,,,2
grade_3_0291,almost,ほとんど,幾乎,adv,It's almost noon.,もうすぐ正午です。,快中午了。,,,2
grade_3_0292,alone,ひとりで,獨自,adv,He lives alone.,彼はひとりで住んでいます。,他一個人住。,,,2
grade_3_0293,already,すでに・もう,已經,adv,I already finished my homework.,宿題はもう終わりました。,我已經做完作業了。,,,2
grade_3_0294,anywhere,どこでも・どこにも,任何地方,adv,I can't find it anywhere.,どこにも見つかりません。,我到處都找不到。,any＋where,Any＋where,2
grade_3_0295,bright,明るい,明亮的,adj,The moon is bright tonight.,今夜は月が明るいです。,今晚月亮很亮。,,,2
grade_3_0296,comfortable,快適な,舒適的,adj,This sofa is comfortable.,このソファは快適です。,這張沙發很舒服。,,,3
grade_3_0297,common,ふつうの・共通の,常見的,adj,Tanaka is a common name in Japan.,田中は日本でよくある名前です。,田中在日本是常見的名字。,,,3
grade_3_0298,convenient,便利な,方便的,adj,This app is very convenient.,このアプリはとても便利です。,這個APP很方便。,コンビニ＝convenience store,便利商店convenience store,3
grade_3_0299,crowded,こんでいる,擁擠的,adj,The train was crowded.,電車はこんでいました。,火車很擁擠。,crowd（群衆）でいっぱい,擠滿crowd（人群）,2
grade_3_0300,dangerous,危険な,危險的,adj,Swimming here is dangerous.,ここで泳ぐのは危険です。,在這裡游泳很危險。,デンジャラス,危險dangerous,2
grade_3_0301,deep,深い,深的,adj,This river is deep.,この川は深いです。,這條河很深。,,,2
grade_3_0302,dry,かわいた,乾的,adj,Keep your feet dry.,足をかわいたままにしなさい。,保持腳乾燥。,ドライヤーでかわかす,用吹風機dryer弄乾,2
grade_3_0303,each,それぞれの,每個,adj,Each student has a tablet.,それぞれの生徒がタブレットを持っています。,每個學生都有平板。,,,2
grade_3_0304,enough,十分な,足夠的,adj,We have enough time.,時間は十分あります。,我們有足夠的時間。,,,3
grade_3_0305,especially,特に,特別是,adv,"I like fruit, especially apples.",果物、特にりんごが好きです。,我喜歡水果，特別是蘋果。,スペシャル（特別）から,來自special（特別）,3
grade_3_0306,everybody,みんな,每個人,pron,Everybody likes her.,みんな彼女が好きです。,每個人都喜歡她。,every＋body,Every＋body,1
grade_3_0307,few,少しの・ほとんどない,很少的,adj,I have a few questions.,いくつか質問があります。,我有幾個問題。,,,3
grade_3_0308,finally,ついに・最後に,終於,adv,"Finally, we won!",ついに勝ちました！,我們終於贏了！,ファイナル（最終）に,到final（最後）,2
grade_3_0309,healthy,健康な,健康的,adj,Vegetables are healthy.,野菜は健康によいです。,蔬菜有益健康。,health（健康）な状態,Health（健康）的狀態,2
grade_3_0310,local,地元の,當地的,adj,We ate at a local restaurant.,私たちは地元のレストランで食べました。,我們在當地餐廳吃飯。,ローカル線,地方路線local line,3
grade_3_0311,lonely,さびしい,寂寞的,adj,I felt lonely without you.,あなたがいなくてさびしかったです。,沒有你我很寂寞。,alone（ひとり）の気持ち,Alone（獨自）的感覺,2
grade_3_0312,main,主な,主要的,adj,What is the main idea?,主な考えは何ですか。,主旨是什麼？,メインディッシュ,主菜main dish,2
grade_3_0313,national,国の・国民の,國家的,adj,Today is a national holiday.,今日は国民の祝日です。,今天是國定假日。,nation（国家）の,Nation（國家）的,3
grade_3_0314,nearly,ほとんど・もう少しで,幾乎,adv,It's nearly five o'clock.,もうすぐ5時です。,快五點了。,near（近い）から,來自near（近）,3
grade_3_0315,necessary,必要な,必要的,adj,Water is necessary for life.,水は生命に必要です。,水是生命所必需的。,,,3
grade_3_0316,nervous,緊張して,緊張的,adj,I was nervous before the test.,テストの前は緊張しました。,考試前我很緊張。,,,2
grade_3_0317,once,一度・かつて,一次,adv,I've been there once.,一度そこに行ったことがあります。,我去過那裡一次。,ワンス＝1回,Once＝一次,2
grade_3_0318,own,自分自身の,自己的,adj,I have my own room.,自分の部屋を持っています。,我有自己的房間。,オーナー＝所有者,Owner＝擁有者,3
grade_3_0319,perfect,完ぺきな,完美的,adj,Your answer is perfect!,あなたの答えは完ぺきです！,你的答案很完美！,パーフェクト！,完美Perfect！,2
grade_3_0320,probably,たぶん,可能,adv,It will probably rain tomorrow.,明日はたぶん雨でしょう。,明天可能會下雨。,,,3
grade_3_0321,quite,かなり,相當,adv,The movie was quite good.,その映画はかなりよかったです。,那部電影相當不錯。,,,3
grade_3_0322,recently,最近,最近,adv,I saw him recently.,最近彼に会いました。,我最近見過他。,,,3
grade_3_0323,safe,安全な,安全的,adj,This town is safe at night.,この町は夜でも安全です。,這個鎮晚上很安全。,セーフ！,安全上壘Safe！,2
grade_3_0324,scared,こわがった,害怕的,adj,I was scared of the dark.,暗やみがこわかったです。,我怕黑。,,,2
grade_3_0325,several,いくつかの,幾個的,adj,I called him several times.,彼に何度か電話しました。,我打了好幾次電話給他。,,,3
grade_3_0326,similar,似ている,相似的,adj,Our bags are similar.,私たちのかばんは似ています。,我們的包包很相似。,,,3
grade_3_0327,smart,かしこい,聰明的,adj,My dog is very smart.,私の犬はとてもかしこいです。,我的狗很聰明。,スマートフォン＝かしこい電話,智慧型手機smart phone,1
grade_3_0328,someday,いつか,總有一天,adv,I want to visit Paris someday.,いつかパリを訪れたいです。,總有一天我想去巴黎。,some（ある）day（日）,Some（某）day（天）,2
grade_3_0329,straight,まっすぐに,直的,adv,Go straight down this street.,この道をまっすぐ行きなさい。,沿這條街直走。,ストレート,直球straight,2
grade_3_0330,strange,奇妙な,奇怪的,adj,I heard a strange noise.,奇妙な音が聞こえました。,我聽到奇怪的聲音。,ストレンジ,奇怪strange,2
grade_3_0331,suddenly,突然,突然,adv,"Suddenly, it started to rain.",突然、雨が降り始めました。,突然下起雨來。,,,3
grade_3_0332,surprised,驚いた,驚訝的,adj,I was surprised at the news.,その知らせに驚きました。,我對那消息感到驚訝。,サプライズ,驚喜surprise,2
grade_3_0333,terrible,ひどい,糟糕的,adj,The weather was terrible.,天気はひどかったです。,天氣很糟。,,,2
grade_3_0334,thick,厚い,厚的,adj,This book is thick.,この本は厚いです。,這本書很厚。,thinの反対,thin的相反,3
grade_3_0335,thin,うすい・やせた,薄的、瘦的,adj,The ice is too thin.,氷がうすすぎます。,冰太薄了。,thickの反対,thick的相反,3
grade_3_0336,true,本当の,真的,adj,Is that story true?,その話は本当ですか。,那個故事是真的嗎？,トゥルー,真實true,2
grade_3_0337,twice,2回・2倍,兩次,adv,I clean my room twice a week.,週に2回部屋をそうじします。,我一週打掃房間兩次。,two（2）回,Two（兩）次,2
grade_3_0338,useful,役に立つ,有用的,adj,This dictionary is useful.,この辞書は役に立ちます。,這本字典很有用。,use（使う）のにfull（満ちた）,充滿（full）用途（use）,2
grade_3_0339,whole,全体の,整個的,adj,I read the whole book.,本を全部読みました。,我讀完了整本書。,,,3
grade_3_0340,wild,野生の,野生的,adj,Wild animals live in this forest.,野生動物がこの森に住んでいます。,野生動物住在這座森林。,ワイルドだろ？,狂野wild,2
grade_3_0341,worried,心配して,擔心的,adj,My mother looked worried.,母は心配そうでした。,我媽媽看起來很擔心。,,,2
grade_3_0342,yet,まだ・もう,還（沒）,adv,I haven't finished yet.,まだ終わっていません。,我還沒做完。,,,3
grade_3_0343,look forward to,〜を楽しみに待つ,期待,phr,I'm looking forward to seeing you.,あなたに会えるのを楽しみにしています。,我期待見到你。,,,2
grade_3_0344,give up,あきらめる,放棄,phr,Never give up!,決してあきらめないで！,永不放棄！,,,2
grade_3_0345,take care of,〜の世話をする,照顧,phr,I take care of my little sister.,私は妹の世話をします。,我照顧妹妹。,,,2
grade_3_0346,be interested in,〜に興味がある,對…感興趣,phr,I'm interested in science.,私は科学に興味があります。,我對科學感興趣。,,,2
grade_3_0347,be famous for,〜で有名だ,以…聞名,phr,Kyoto is famous for its temples.,京都はお寺で有名です。,京都以寺廟聞名。,,,2
grade_3_0348,be proud of,〜をほこりに思う,以…為榮,phr,I'm proud of my team.,私はチームをほこりに思います。,我以我的隊伍為榮。,,,2
grade_3_0349,grow up,成長する・大人になる,長大,phr,I grew up in a small town.,私は小さな町で育ちました。,我在小鎮長大。,,,2
grade_3_0350,find out,見つけ出す・知る,查明,phr,I found out the truth.,私は真実を知りました。,我查明了真相。,,,2
grade_3_0351,pick up,拾う・迎えに行く,撿起、接送,phr,"Pick up the trash, please.",ごみを拾ってください。,請撿起垃圾。,,,2
grade_3_0352,turn on,（スイッチを）つける,打開,phr,"Turn on the light, please.",電気をつけてください。,請開燈。,turn offの反対,Turn off的相反,2
grade_3_0353,turn off,（スイッチを）消す,關掉,phr,Turn off the TV before bed.,寝る前にテレビを消しなさい。,睡前關掉電視。,turn onの反対,Turn on的相反,2
grade_3_0354,take part in,〜に参加する,參加,phr,I took part in the contest.,私はコンテストに参加しました。,我參加了比賽。,,,3
grade_3_0355,at first,最初は,起初,phr,"At first, I didn't like him.",最初は彼が好きではありませんでした。,起初我不喜歡他。,,,2
grade_3_0356,at last,ついに,終於,phr,"At last, we arrived home.",ついに家に着きました。,我們終於到家了。,,,2
grade_3_0357,for example,例えば,例如,phr,"I like fruit, for example, apples.",果物、例えばりんごが好きです。,我喜歡水果，例如蘋果。,,,2
grade_3_0358,each other,おたがい,互相,phr,They helped each other.,彼らはおたがいに助け合いました。,他們互相幫助。,,,2
grade_3_0359,right away,すぐに,立刻,phr,Come here right away.,すぐにここに来なさい。,立刻過來這裡。,,,3
grade_3_0360,come true,実現する,實現,phr,My dream came true.,私の夢が実現しました。,我的夢想實現了。,,,2
grade_3_0361,get along with,〜と仲良くする,和睦相處,phr,I get along with my classmates.,私はクラスメートと仲良くしています。,我和同學相處融洽。,,,3
grade_3_0362,run away,逃げる,逃跑,phr,The cat ran away from the dog.,ネコは犬から逃げました。,貓從狗那裡逃走了。,,,2
grade_3_0363,be afraid of,〜をこわがる,害怕,phr,She is afraid of spiders.,彼女はクモをこわがります。,她怕蜘蛛。,,,2
grade_3_0364,hear from,〜から連絡をもらう,收到…的消息,phr,I haven't heard from him lately.,最近彼から連絡がありません。,最近沒有他的消息。,,,3
grade_3_0365,in front of,〜の前で,在…前面,phr,Let's meet in front of the station.,駅の前で会いましょう。,我們在車站前見面吧。,,,2
grade_3_0366,on time,時間通りに,準時,phr,The train arrived on time.,電車は時間通りに着きました。,火車準時到達。,,,2
grade_3_0367,in time,間に合って,及時,phr,We arrived in time for the movie.,映画に間に合いました。,我們及時趕上電影。,,,3
grade_3_0368,actor,俳優,演員,n,He is a famous actor.,彼は有名な俳優です。,他是有名的演員。,act（演じる）人,Act（演戲）的人,2
grade_3_0369,adult,大人,成人,n,Children must come with an adult.,子どもは大人と来なければなりません。,兒童必須由成人陪同。,,,2
grade_3_0370,against,〜に反対して・〜に対して,反對、對抗,prep,We played against a strong team.,私たちは強いチームと対戦しました。,我們對抗一支強隊。,,,3
grade_3_0371,airline,航空会社,航空公司,n,Which airline did you use?,どの航空会社を使いましたか。,你搭哪家航空公司？,air（空）のline（路線）,Air（空中）的line（航線）,2
grade_3_0372,alive,生きている,活著的,adj,The old tree is still alive.,その老木はまだ生きています。,那棵老樹還活著。,live（生きる）から,來自live（活）,3
grade_3_0373,anybody,だれか・だれでも,任何人,pron,Is anybody home?,だれか家にいますか。,有人在家嗎？,any＋body,Any＋body,2
grade_3_0374,bone,骨,骨頭,n,The dog is eating a bone.,犬が骨を食べています。,狗在啃骨頭。,,,2
grade_3_0375,brain,脳,大腦,n,Reading is good for your brain.,読書は脳によいです。,閱讀對大腦有益。,,,2
grade_3_0376,carpenter,大工,木匠,n,The carpenter built this house.,大工さんがこの家を建てました。,木匠蓋了這棟房子。,,,3
grade_3_0377,castle,城,城堡,n,The castle is 400 years old.,その城は400年前のものです。,那座城堡有四百年歷史。,,,2
grade_3_0378,channel,チャンネル,頻道,n,"Change the channel, please.",チャンネルを変えてください。,請轉台。,,,1
grade_3_0379,cheer,応援する,加油,v,We cheered for our team.,私たちはチームを応援しました。,我們為隊伍加油。,チアリーダー,啦啦隊cheerleader,2
grade_3_0380,chest,胸,胸部,n,He has a pain in his chest.,彼は胸に痛みがあります。,他胸口痛。,,,3
grade_3_0381,choice,選択,選擇,n,You made a good choice.,よい選択をしましたね。,你做了很好的選擇。,choose（選ぶ）の名詞,Choose（選擇）的名詞,2
grade_3_0382,clerk,店員・事務員,店員,n,The clerk was very helpful.,店員さんはとても親切でした。,店員非常熱心。,,,3
grade_3_0383,clever,かしこい,聰明的,adj,The clever bird used a tool.,かしこい鳥は道具を使いました。,聰明的鳥使用了工具。,,,2
grade_3_0384,coach,コーチ,教練,n,Our coach is strict but kind.,コーチは厳しいけど優しいです。,我們的教練嚴格但親切。,,,1
grade_3_0385,coast,海岸,海岸,n,We drove along the coast.,海岸沿いをドライブしました。,我們沿著海岸開車。,,,3
grade_3_0386,comic,マンガ,漫畫,n,I read comics on weekends.,週末にマンガを読みます。,我週末看漫畫。,,,1
grade_3_0387,conversation,会話,對話,n,We had a long conversation.,私たちは長い会話をしました。,我們聊了很久。,,,2
grade_3_0388,costume,衣装・仮装,服裝,n,She wore a witch costume.,彼女は魔女の衣装を着ました。,她穿著女巫服裝。,コスプレのコス,Cosplay的cos,2
grade_3_0389,cotton,綿,棉花,n,This shirt is made of cotton.,このシャツは綿でできています。,這件襯衫是棉製的。,,,3
grade_3_0390,court,コート・法廷,球場、法庭,n,They are playing on the tennis court.,彼らはテニスコートでプレーしています。,他們在網球場打球。,,,2
grade_3_0391,cross,渡る,穿越,v,Cross the street carefully.,注意して道を渡りなさい。,小心過馬路。,クロスする＝交差,交叉cross,2
grade_3_0392,crowd,群衆・人ごみ,人群,n,A big crowd gathered in the square.,広場に大勢の人が集まりました。,廣場聚集了一大群人。,crowded（こんだ）の元,Crowded（擁擠）的原形,3
grade_3_0393,danger,危険,危險,n,"The sign says ""Danger!""",標識には「危険！」と書いてあります。,告示牌寫著「危險！」,dangerous（危険な）の名詞,Dangerous的名詞,2
grade_3_0394,dark,暗い,黑暗的,adj,It gets dark early in winter.,冬は早く暗くなります。,冬天天黑得早。,,,1
grade_3_0395,dead,死んでいる,死的,adj,The plant is dead.,その植物はかれています。,那株植物死了。,die（死ぬ）の形容詞,Die（死）的形容詞,2
grade_3_0396,deliver,配達する,遞送,v,They deliver pizza to your house.,ピザを家まで配達してくれます。,他們外送披薩到你家。,デリバリー,外送delivery,2
grade_3_0397,design,デザイン・設計する,設計,n,I like the design of this bag.,このかばんのデザインが好きです。,我喜歡這個包的設計。,,,2
grade_3_0398,distance,距離,距離,n,What is the distance to the station?,駅までの距離はどれくらいですか。,到車站的距離是多少？,,,3
grade_3_0399,double,2倍の,兩倍的,adj,The price is double the usual.,値段はいつもの2倍です。,價格是平常的兩倍。,ダブル,雙倍double,2
grade_3_0400,doubt,疑う・疑い,懷疑,v,I doubt that he will come.,彼が来るとは思えません。,我懷疑他會來。,,,3
grade_3_0401,dozen,ダース・12個,一打,n,I bought a dozen eggs.,卵を1ダース買いました。,我買了一打蛋。,,,3
grade_3_0402,drama,ドラマ・劇,戲劇,n,She is in the drama club.,彼女は演劇部に入っています。,她參加戲劇社。,,,1
grade_3_0403,earn,かせぐ,賺,v,He earns money by writing.,彼は文章を書いてお金をかせぎます。,他靠寫作賺錢。,,,3
grade_3_0404,east,東,東方,n,The sun rises in the east.,太陽は東からのぼります。,太陽從東方升起。,westの反対,West的相反,2
grade_3_0405,effort,努力,努力,n,Your effort will pay off.,あなたの努力は報われますよ。,你的努力會有回報的。,,,3
grade_3_0406,elderly,年配の,年長的,adj,I helped an elderly woman.,年配の女性を手助けしました。,我幫助了一位年長的女士。,elder（年上）から,來自elder（年長）,3
grade_3_0407,electricity,電気,電力,n,The storm cut off the electricity.,嵐で電気が止まりました。,暴風雨造成停電。,electric（電気の）の名詞,Electric的名詞,3
grade_3_0408,energy,エネルギー・元気,能量,n,Children are full of energy.,子どもたちは元気いっぱいです。,孩子們充滿活力。,,,2
grade_3_0409,engine,エンジン,引擎,n,The engine won't start.,エンジンがかかりません。,引擎發不動。,,,2
grade_3_0410,entrance,入り口・入学,入口,n,Meet me at the entrance.,入り口で会いましょう。,在入口見面吧。,enter（入る）の名詞,Enter（進入）的名詞,2
grade_3_0411,exit,出口,出口,n,The exit is on the left.,出口は左側です。,出口在左邊。,entranceの反対,Entrance的相反,2
grade_3_0412,expert,専門家,專家,n,He is an expert on birds.,彼は鳥の専門家です。,他是鳥類專家。,エキスパート,專家expert,3
grade_3_0413,fashion,流行・ファッション,時尚,n,She is interested in fashion.,彼女はファッションに興味があります。,她對時尚感興趣。,,,2
grade_3_0414,fee,料金,費用,n,The entrance fee is 500 yen.,入場料は500円です。,入場費是五百日圓。,,,3
grade_3_0415,female,女性の,女性的,adj,The female lion hunts for food.,メスのライオンがえさを狩ります。,母獅子獵食。,maleの反対,Male的相反,3
grade_3_0416,flag,旗,旗子,n,The flag of Japan is white and red.,日本の旗は白と赤です。,日本國旗是白色和紅色的。,,,2
grade_3_0417,flight,飛行・便,航班,n,Our flight leaves at noon.,私たちの便は正午に出発します。,我們的航班中午起飛。,fly（飛ぶ）の名詞,Fly（飛）的名詞,2
grade_3_0418,amusement park,遊園地,遊樂園,n,We went to an amusement park.,遊園地に行きました。,我們去了遊樂園。,,,2
grade_3_0419,apron,エプロン,圍裙,n,Mom wears an apron in the kitchen.,母は台所でエプロンをつけます。,媽媽在廚房圍著圍裙。,,,2
grade_3_0420,arrow,矢・矢印,箭、箭頭,n,Follow the arrows on the floor.,床の矢印に従ってください。,跟著地上的箭頭走。,,,2
grade_3_0421,attack,攻撃する・攻撃,攻擊,v,The team attacked well in the game.,チームは試合でよく攻めました。,隊伍在比賽中進攻得很好。,,,2
grade_3_0422,backpack,リュックサック,背包,n,My backpack is heavy today.,今日はリュックが重いです。,我今天的背包很重。,back（背中）のpack,背在back（背上）的pack,2
grade_3_0423,balance,バランス・つり合い,平衡,n,Keep your balance on the bike.,自転車でバランスを保ちなさい。,騎車要保持平衡。,,,2
grade_3_0424,band,バンド・楽団,樂團,n,He plays in a band.,彼はバンドで演奏しています。,他在樂團裡演奏。,,,1
grade_3_0425,bandage,包帯,繃帶,n,The nurse put a bandage on my arm.,看護師がうでに包帯を巻いてくれました。,護理師在我手臂上綁了繃帶。,バンドエイド,OK繃band-aid,3
grade_3_0426,barbecue,バーベキュー,烤肉,n,We had a barbecue by the river.,川辺でバーベキューをしました。,我們在河邊烤肉。,BBQ,BBQ,2
